time,x,y,z
35849,0.21147,0.00100,0.65840
35899,-0.23568,0.03276,0.48308
35949,-0.15749,-0.14561,0.30104
35999,0.26645,-0.11568,0.01394
36053,0.68978,-0.22808,0.05853
36098,0.19193,-0.29405,0.16360
36149,-0.17520,-0.16393,0.10557
36198,0.20292,0.19831,-0.07769
36248,0.29577,0.46587,-0.11740
36298,-0.22713,0.35591,-0.04043
36349,-0.67978,-0.08269,0.20514
36398,-0.42444,0.45426,0.12328
36449,0.72338,0.66257,0.34930
36499,0.27745,1.42920,0.53562
36548,0.49553,1.37300,0.56555
36599,0.74231,-0.48036,-0.03005
36648,-0.89419,-0.03565,0.10129
36698,0.17421,-0.34047,0.74514
36749,0.77041,-0.03504,0.30715
36798,0.18704,0.07491,0.46964
36849,0.33670,0.47198,0.51240
36898,0.09480,0.89042,0.61258
36949,-0.45681,0.81528,0.70910
36998,-0.11045,0.51718,0.82333
37054,-0.12572,0.32476,0.39512
37099,-0.13672,0.02177,0.51851
37148,-0.14466,0.68639,0.74636
37199,0.33059,0.50680,0.47147
37248,0.33548,-0.30077,0.34380
37299,-0.04509,-0.03993,0.11901
37348,-0.01271,-0.05520,-0.09541
37399,-0.40122,-0.39484,-0.03005
37448,0.17360,-0.33498,-0.05815
37499,0.35625,-0.31909,-0.06242
37548,0.03677,-0.10835,0.03532
37599,0.11679,0.07858,0.17765
37648,0.27256,0.14700,0.06708
37699,0.25546,0.16166,0.04570
37748,0.25546,0.16166,0.04570
37798,0.16077,-0.07292,0.01271
37848,0.16077,-0.07292,0.01271
37899,0.16077,-0.07292,0.01271
37949,0.16077,-0.07292,0.01271
38000,0.16077,-0.07292,0.01271
38058,0.06425,0.04559,0.02921
38099,0.06242,-0.00755,0.07258
38149,0.05448,-0.00083,0.09701
38200,0.05448,-0.00083,0.09701
38249,-0.05364,0.01688,0.11595
38298,-0.37923,-0.06925,0.10496
38349,-0.08357,0.03643,0.04998
38399,-0.01333,-0.02527,-0.02210
38449,0.15833,0.12317,-0.08380
38498,0.12778,0.26856,-0.07158
38549,-0.19964,0.15188,0.11656
38598,-0.25706,-0.22075,0.30532
38649,-0.27233,-0.06009,0.40122
38698,-0.03409,-0.06925,0.29799
38749,0.05692,0.06575,0.42505
38798,0.12473,0.63996,0.41527
38849,-0.06158,0.33453,0.98155
38898,-0.78240,1.12682,1.93877
38949,-0.53012,0.24473,2.14769
38998,-0.37923,2.39070,3.10308
39053,-0.66023,-0.21586,2.75244
39098,-0.60525,-0.12423,2.68342
39149,0.69711,-1.08268,1.45313
39198,-0.24301,-0.25618,1.28393
39249,-0.09213,-0.55000,0.84349
39298,-0.27600,-0.57871,0.44032
39349,-0.24301,-0.40584,0.61930
39398,-0.37190,-0.46570,0.43177
39449,0.11557,-0.71188,0.18864
39498,0.20903,-0.59093,0.20147
39548,-0.33586,-0.03565,0.07136
39598,0.22064,-0.56527,0.04937
39648,0.17604,0.47320,0.02004
39698,0.26462,-0.27023,0.07075
39748,0.21514,-0.13095,0.04692
39799,0.18521,0.05598,0.07686
39848,0.08502,-0.28733,0.07441
39899,0.55478,-0.36613,0.03348
39948,-0.29616,-0.26412,0.09274
