time,x,y,z
35698,0.94334,3.59141,7.42465
35749,0.77335,4.13491,8.21476
35798,1.79571,4.13491,9.12458
35849,1.53234,4.65686,8.76065
35899,1.84120,4.50363,8.49010
35949,2.53075,4.13491,8.83966
35999,2.13090,3.86197,9.79498
36052,2.09738,4.39828,8.43503
36098,2.70314,4.04632,8.49489
36148,2.76778,4.00562,9.69202
36198,2.43258,3.70634,8.51883
36248,2.11893,3.95295,8.37996
36298,0.89306,3.81887,8.50207
36349,1.54910,3.66803,8.88515
36398,2.23865,3.33762,9.00247
36449,2.16203,2.91623,8.32250
36499,2.51878,4.82207,7.78379
36548,0.43097,4.27139,9.21556
36599,-1.89148,7.28338,8.11420
36648,0.99123,4.58264,9.35683
36698,1.11573,3.54113,10.52763
36749,1.30967,4.88671,8.58348
36798,1.04630,4.69757,8.76065
36849,1.27854,4.28096,8.28419
36898,0.79969,4.71672,8.27222
36949,0.85954,4.18280,9.33049
36998,0.55068,4.02238,9.48372
37054,-0.23464,4.29533,8.15011
37099,0.45012,3.42860,9.48851
37148,0.46210,3.18917,9.93145
37199,-0.55547,4.32645,9.69681
37248,0.14845,3.17241,8.29377
37299,0.33041,4.82207,9.41189
37348,0.30886,3.85478,8.46376
37399,0.57223,3.65366,10.72396
37448,0.99602,4.02478,9.54837
37499,0.83321,4.05111,9.10064
37548,1.23545,4.29293,8.42306
37599,1.14207,4.20674,9.07909
37648,1.39347,4.55870,8.57390
37698,1.33840,4.57546,8.49249
37748,1.33840,4.57546,8.49249
37798,1.12052,4.37673,9.24430
37848,1.12052,4.37673,9.24430
37899,1.12052,4.37673,9.24430
37949,1.12052,4.37673,9.24430
37999,1.12052,4.37673,9.24430
38057,0.95053,4.86277,8.28419
38098,1.18277,5.01840,8.62178
38149,1.47248,5.21952,8.04955
38200,1.47248,5.21952,8.04955
38249,1.12291,5.01122,7.76463
38298,1.77655,5.11417,8.64812
38349,1.64247,4.93460,8.65291
38399,1.64726,5.01601,8.54277
38449,1.76219,4.86038,8.78938
38498,1.29051,4.79094,7.88435
38549,1.02954,5.00882,8.08786
38598,0.84518,4.75503,8.38236
38649,1.96570,4.77179,8.73192
38698,1.41741,4.42701,8.92107
38749,1.98725,4.71912,8.96177
38798,1.52036,3.85718,8.49249
38849,1.88190,3.96971,8.32729
38898,1.05588,3.56268,8.69840
38949,1.22108,4.68799,8.30095
38998,2.80130,2.54751,12.14376
39053,1.29530,1.69754,11.64336
39098,1.29291,1.97767,10.70241
39149,1.85556,1.48924,9.19641
39198,3.14847,2.93299,7.83407
39249,3.37353,2.32245,8.92346
39298,3.92661,2.29372,9.31133
39349,3.64169,2.15485,8.95219
39398,4.48687,0.83081,9.00966
39449,3.67521,1.20193,9.34246
39498,5.10459,1.48445,7.68083
39548,4.67602,1.51558,8.84924
39598,5.26262,1.46051,8.08068
39648,4.75264,1.50600,8.61699
39698,4.22111,1.61614,8.30574
39748,4.82446,1.89866,8.27461
39799,4.88432,1.72867,8.52362
39848,4.84122,1.95133,8.64812
39899,4.75982,2.18358,7.52281
39948,5.46613,1.94176,8.66967
