time,x,y,z
36053,-25.50000,-28.32000,-27.66000
36098,-26.34000,-29.04000,-25.26000
36148,-26.82000,-29.58000,-24.42000
36198,-26.82000,-28.86000,-24.78000
36248,-26.52000,-29.22000,-24.30000
36298,-25.32000,-30.00000,-23.82000
36349,-25.56000,-28.98000,-25.32000
36398,-26.40000,-28.50000,-26.10000
36449,-25.98000,-27.42000,-27.18000
36499,-24.84000,-28.32000,-27.24000
36548,-23.88000,-27.60000,-28.80000
36599,-22.08000,-28.98000,-29.58000
36648,-22.26000,-28.68000,-28.98000
36698,-22.92000,-27.36000,-30.48000
36749,-23.52000,-27.00000,-29.76000
36798,-25.20000,-27.42000,-27.84000
36849,-24.84000,-27.72000,-28.74000
36898,-25.92000,-27.18000,-28.50000
36949,-24.60000,-26.04000,-29.28000
36998,-24.90000,-25.02000,-30.42000
37054,-24.48000,-24.84000,-31.68000
37099,-24.12000,-23.34000,-33.36000
37148,-24.96000,-22.80000,-33.24000
37199,-25.02000,-21.84000,-34.14000
37248,-24.48000,-21.30000,-33.66000
37299,-24.90000,-21.66000,-33.54000
37348,-25.20000,-22.08000,-33.60000
37399,-25.68000,-21.06000,-33.60000
37448,-26.04000,-21.18000,-33.06000
37499,-26.88000,-21.90000,-32.34000
37548,-27.12000,-21.96000,-31.98000
37599,-28.38000,-21.12000,-31.08000
37648,-27.78000,-21.60000,-31.62000
37698,-27.78000,-21.60000,-31.62000
37748,-27.78000,-21.60000,-31.62000
37798,-27.12000,-21.24000,-31.02000
37848,-27.12000,-21.24000,-31.02000
37899,-27.12000,-21.24000,-31.02000
37949,-27.12000,-21.24000,-31.02000
37999,-27.12000,-21.24000,-31.02000
38057,-27.96000,-22.62000,-29.82000
38099,-28.44000,-22.92000,-30.12000
38149,-27.54000,-23.22000,-29.70000
38200,-27.54000,-23.22000,-29.70000
38249,-28.44000,-22.62000,-29.58000
38298,-28.92000,-22.20000,-30.00000
38349,-28.86000,-21.78000,-30.66000
38399,-29.22000,-21.30000,-30.36000
38449,-28.26000,-21.72000,-30.18000
38498,-28.20000,-21.06000,-30.78000
38549,-27.90000,-22.14000,-30.72000
38598,-28.08000,-21.36000,-30.66000
38649,-28.98000,-21.24000,-30.72000
38698,-28.86000,-19.02000,-31.44000
38749,-29.76000,-18.90000,-31.62000
38798,-29.82000,-18.84000,-31.08000
38849,-29.52000,-18.72000,-31.92000
38898,-30.06000,-16.98000,-33.30000
38949,-29.16000,-13.20000,-34.74000
38998,-29.28000,-8.82000,-36.00000
39053,-27.90000,-4.32000,-38.88000
39098,-27.90000,-4.32000,-38.88000
39149,-27.24000,4.68000,-39.42000
39198,-28.38000,6.48000,-37.68000
39249,-29.16000,8.70000,-37.08000
39298,-30.00000,9.24000,-35.94000
39349,-30.72000,10.38000,-35.34000
39398,-32.04000,11.46000,-34.20000
39449,-32.40000,12.78000,-33.60000
39498,-33.42000,12.96000,-32.76000
39548,-34.08000,12.96000,-31.86000
39598,-34.86000,13.74000,-31.86000
39648,-34.32000,13.44000,-30.42000
39698,-34.02000,12.72000,-32.58000
39748,-34.32000,12.96000,-32.16000
39799,-34.86000,12.84000,-32.22000
39848,-34.92000,13.02000,-31.50000
39899,-34.80000,12.36000,-31.74000
39948,-35.88000,11.64000,-31.50000
